signature,channel_id,channel_name,msg_id,message,cleaned_message,date,msg_link,msg_from_peer,msg_from_id,views,number_replies,number_forwards,is_forward,forward_msg_from_peer_type,forward_msg_from_peer_id,forward_msg_from_peer_name,forward_msg_date,forward_msg_date_string,forward_msg_link,is_reply,reply_to_msg_id,reply_msg_link,contains_media,media_type,has_url,url,domain,url_title,url_description,document_type,document_id,document_video_duration,document_filename,poll_id,poll_question,poll_total_voters,poll_results,contact_phone_number,contact_name,contact_userid,geo_type,lat,lng,venue_id,venue_type,venue_title,venue_address,venue_provider
msg_iteration.10.user.literaturese.post.706,1462714109,literaturese,706,"Madrinhes [apoiadores dos planos Gatsby e Dorian Gray]:
Newsletter nova na área!
E ela foi repaginada: tá de cara nova, ganhando um texto e ilustração que escrevi/fiz especialmente para ela 💛

Espero que gostem! Vocês vão receber pela caixa de entrada, ou podem ler pela postagem no Catarse também.","Madrinhes [apoiadores dos planos Gatsby e Dorian Gray]: Newsletter nova na área! E ela foi repaginada: tá de cara nova, ganhando um texto e ilustração que escrevi/fiz especialmente para ela 💛 Espero que gostem! Vocês vão receber pela caixa de entrada, ou podem ler pela postagem no Catarse também.",2023-03-31 22:09:04+00:00,https://t.me/literaturese/706,,,1702,0,0,0,,,,,,,0,,,1,MessageMediaWebPage,1,https://www.catarse.me/projects/130074/posts/126295,catarse.me,Newsletter na área  📬  Fevereiro e Março de 2023,,,,,,,,,,,,,,,,,,,,
msg_iteration.11.user.literaturese.post.705,1462714109,literaturese,705,"ALERTA DE CUPOM 👀🤩
A Antofágica disponibilizou 20% de desconto para a compra de Helena no site da editora: https://www.antofagica.com.br/produto/helena/

✨ Use helena20 ✨",ALERTA DE CUPOM 👀🤩 A Antofágica disponibilizou 20% de desconto para a compra de Helena no site da editora: https://www.antofagica.com.br/produto/helena/ ✨ Use helena20 ✨,2023-03-28 23:40:10+00:00,https://t.me/literaturese/705,,,2016,0,0,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.12.user.literaturese.post.704,1462714109,literaturese,704,Bora pra live! 🤩 https://www.youtube.com/watch?v=pI65wE6b8so,Bora pra live! 🤩 https://www.youtube.com/watch?v=pI65wE6b8so,2023-03-28 21:59:23+00:00,https://t.me/literaturese/704,,,1367,0,1,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.13.user.literaturese.post.703,1462714109,literaturese,703,"E aqui está o nosso cronograma da LC de Helena, de Machado de Assis!

Sim, leremos mais um 🪓 juntos, e estou MUITO empolgada, pois eu só li os principais do autor, mas nenhum dessa fase inicial dele – super importante e comentada. 😍

Vamos, juntos, descobrir mais um clássico da nossa literatura? 💜

O cronograma está bem tranquilo porque o livro é bem curto. Começaremos no dia 05/04, quarta da semana que vem, em uma live inicial em que irei ler em voz alta o primeiro capítulo com vocês.

Nossa live final ficou para o dia 19/04, e a final para 27/04.

Obs: o livro está em domínio público, então você encontra gratuitamente para leitura clicando aqui.
Obs. 2: Ilustrações lindíssimas por Maria Julia Rêgo.
Obs. 3: Errata: a live 1 ocorreu no dia 05/04.","E aqui está o nosso cronograma da LC de Helena, de Machado de Assis! Sim, leremos mais um 🪓 juntos, e estou MUITO empolgada, pois eu só li os principais do autor, mas nenhum dessa fase inicial dele – super importante e comentada. 😍 Vamos, juntos, descobrir mais um clássico da nossa literatura? 💜 O cronograma está bem tranquilo porque o livro é bem curto. Começaremos no dia 05/04, quarta da semana que vem, em uma live inicial em que irei ler em voz alta o primeiro capítulo com vocês. Nossa live final ficou para o dia 19/04, e a final para 27/04. Obs: o livro está em domínio público, então você encontra gratuitamente para leitura clicando aqui. Obs. 2: Ilustrações lindíssimas por Maria Julia Rêgo. Obs. 3: Errata: a live 1 ocorreu no dia 05/04.",2023-03-28 20:06:50+00:00,https://t.me/literaturese/703,,,2799,0,14,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14.user.literaturese.post.702,1462714109,literaturese,702,"Hoje acontece a nossa última live da LC de ""As horas nuas""! 💙
Nos vemos à noite: https://www.youtube.com/watch?v=pI65wE6b8so","Hoje acontece a nossa última live da LC de ""As horas nuas""! 💙 Nos vemos à noite: https://www.youtube.com/watch?v=pI65wE6b8so",2023-03-28 14:36:47+00:00,https://t.me/literaturese/702,,,1707,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.15.user.literaturese.post.701,1462714109,literaturese,701,A live da LC vai começar! ✨ Bora? https://www.youtube.com/watch?v=taLQs1TJhvU,A live da LC vai começar! ✨ Bora? https://www.youtube.com/watch?v=taLQs1TJhvU,2023-03-16 21:59:08+00:00,https://t.me/literaturese/701,,,2163,1,1,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.16.user.literaturese.post.700,1462714109,literaturese,700,"Driblando a correria da qualificação do mestrado,
TEMOS VÍDEO NOVO NO CANAL! 🥹

Book haul com os livros que chegaram por aqui nesses primeiros meses de 2023: https://youtu.be/qUXW7DFOao4

Não deixe de assistir! 😉","Driblando a correria da qualificação do mestrado, TEMOS VÍDEO NOVO NO CANAL! 🥹 Book haul com os livros que chegaram por aqui nesses primeiros meses de 2023: https://youtu.be/qUXW7DFOao4 Não deixe de assistir! 😉",2023-03-16 14:24:22+00:00,https://t.me/literaturese/700,,,2049,1,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.17.user.literaturese.post.699,1462714109,literaturese,699,"Amanhã é dia de live, bb! E vai ser intensa ✨
O link do evento é esse: https://www.youtube.com/watch?v=taLQs1TJhvU","Amanhã é dia de live, bb! E vai ser intensa ✨ O link do evento é esse: https://www.youtube.com/watch?v=taLQs1TJhvU",2023-03-15 22:19:31+00:00,https://t.me/literaturese/699,,,2045,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.18.user.literaturese.post.698,1462714109,literaturese,698,"Promoção 3 meses de Kindle Unlimited por apenas R$1,99 😱 
Nosso momento chegouuu! ➡️ https://amzn.to/3LGpnFN

✨ Aproveitando: Helena (Machado de Assis), nossa próxima Leitura Conjunta, finalmente está em promoção também: https://amzn.to/3YSPw70","Promoção 3 meses de Kindle Unlimited por apenas R$1,99 😱 Nosso momento chegouuu! ➡️ https://amzn.to/3LGpnFN ✨ Aproveitando: Helena (Machado de Assis), nossa próxima Leitura Conjunta, finalmente está em promoção também: https://amzn.to/3YSPw70",2023-03-15 01:05:12+00:00,https://t.me/literaturese/698,,,1727,9,1,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.19.user.literaturese.post.697,1462714109,literaturese,697,"Saiu o VLOG exclusivo dos apoiadores! ✨
Nesse vídeo, eu compartilho com vocês um pouco da minha rotina de autocuidados. Exercícios físicos (academia e natação), boa alimentação, tempo de descanso/ócio/sono.

Espero que esteja se cuidando por aí também 💖

Para assistir, você pode acessar nessa postagem do Catarse.
Caso assine o apoio ao L-se hoje, você pode assistir a esse e a todos os 32 VLOGs passados! 😱","Saiu o VLOG exclusivo dos apoiadores! ✨ Nesse vídeo, eu compartilho com vocês um pouco da minha rotina de autocuidados. Exercícios físicos (academia e natação), boa alimentação, tempo de descanso/ócio/sono. Espero que esteja se cuidando por aí também 💖 Para assistir, você pode acessar nessa postagem do Catarse. Caso assine o apoio ao L-se hoje, você pode assistir a esse e a todos os 32 VLOGs passados! 😱",2023-03-10 19:56:24+00:00,https://t.me/literaturese/697,,,1971,1,0,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.20.user.literaturese.post.696,1462714109,literaturese,696,É hora de live! 💙 Vamos? https://www.youtube.com/watch?v=1Zw0TbPrsMs,É hora de live! 💙 Vamos? https://www.youtube.com/watch?v=1Zw0TbPrsMs,2023-03-05 21:54:27+00:00,https://t.me/literaturese/696,,,2053,0,1,0,,,,,,,0,,,1,MessageMediaWebPage,1,https://www.youtube.com/watch?v=1Zw0TbPrsMs,youtube.com,As horas nuas (Lygia Fagundes Telles): Leitura Conjunta // live INICIAL," ► Nesse domingo (05/03), às 19h, temos um encontro marcado: lerei a primeira meta de ""As horas nuas"" em voz alta com vocês.
⭐ Seja um padrinho/madrinha do Literature-se: https://www.catarse.me/literaturese

Obra da capa/fundo das lives: O beijo, de Beatriz Milhazes
・Cronograma da LC: https://t.me/literaturese/694
・Grupo *aberto* da Leitura Conjunta no Telegram: https://t.me/joinchat/Si8zA_vFdqVg_UV1
・Compre o livro As horas nuas (Lygia Fagundes Telles), 35% de desconto: https://amzn.to/3HNRAZc

Próximas LCs:
ABRIL – Helena (Machado de Assis): https://amzn.to/3IBzE3L
MAIO – Amada (Toni Morrison): https://amzn.to/3xCsEgM
JUNHO – O senhor das moscas (William Golding): https://amzn.to/3ExddKO
*Essas são as edições que vou ler, mas você pode ler em qualquer edição que quiser/tiver.

 ► Madrinho: você tem acesso aos conteúdos exclusivos que já foram ao ar na aba ""Novidades"" do Catarse: https://www.catarse.me/literaturese#posts
​ (esteja logado com e-mail e senha de seu cadastro para ter acesso!) – É nessa página que você encontrará todos os conteúdos e acessos (grupos, podcasts, vlogs etc.)

______________________________________________________
 ►  Compre seus livros (e outros produtos) pelos meus links e contribua com o Literature-se: 
Amazon: https://amzn.to/2J8Wh3A
Submarino: https://afl.b2w.io/94KE
Americanas: https://afl.b2w.io/94Ky

 ►  Wishlist Amazon: https://www.amazon.com.br/hz/wishlist/ls/23OL9ZEXVFL5M?ref_=wl_share

 ►  Me adicione nas redes sociais:
・Instagram: http://bit.ly/2OMsL4d
・Facebook: http://bit.ly/2OLpdPO
・Twitter: http://bit.ly/2Me7IG0

 ► E-mail para contato: blogliterature-se@hotmail.com",,,,,,,,,,,,,,,,,,,
msg_iteration.21.user.literaturese.post.695,1462714109,literaturese,695,E temos o link da nossa primeira live: https://www.youtube.com/watch?v=1Zw0TbPrsMs,E temos o link da nossa primeira live: https://www.youtube.com/watch?v=1Zw0TbPrsMs,2023-03-02 22:50:23+00:00,https://t.me/literaturese/695,,,2448,0,1,0,,,,,,,0,,,1,MessageMediaWebPage,1,https://www.youtube.com/watch?v=1Zw0TbPrsMs,youtube.com,As horas nuas (Lygia Fagundes Telles): Leitura Conjunta // live INICIAL," ► Nesse domingo (05/03), às 19h, temos um encontro marcado: lerei a primeira meta de ""As horas nuas"" em voz alta com vocês.
⭐ Seja um padrinho/madrinha do Literature-se: https://www.catarse.me/literaturese

Obra da capa/fundo das lives: O beijo, de Beatriz Milhazes
・Cronograma da LC: https://t.me/literaturese/694
・Grupo *aberto* da Leitura Conjunta no Telegram: https://t.me/joinchat/Si8zA_vFdqVg_UV1
・Compre o livro As horas nuas (Lygia Fagundes Telles), 35% de desconto: https://amzn.to/3HNRAZc

Próximas LCs:
ABRIL – Helena (Machado de Assis): https://amzn.to/3IBzE3L
MAIO – Amada (Toni Morrison): https://amzn.to/3xCsEgM
JUNHO – O senhor das moscas (William Golding): https://amzn.to/3ExddKO
*Essas são as edições que vou ler, mas você pode ler em qualquer edição que quiser/tiver.

 ► Madrinho: você tem acesso aos conteúdos exclusivos que já foram ao ar na aba ""Novidades"" do Catarse: https://www.catarse.me/literaturese#posts
​ (esteja logado com e-mail e senha de seu cadastro para ter acesso!) – É nessa página que você encontrará todos os conteúdos e acessos (grupos, podcasts, vlogs etc.)

______________________________________________________
 ►  Compre seus livros (e outros produtos) pelos meus links e contribua com o Literature-se: 
Amazon: https://amzn.to/2J8Wh3A
Submarino: https://afl.b2w.io/94KE
Americanas: https://afl.b2w.io/94Ky

 ►  Wishlist Amazon: https://www.amazon.com.br/hz/wishlist/ls/23OL9ZEXVFL5M?ref_=wl_share

 ►  Me adicione nas redes sociais:
・Instagram: http://bit.ly/2OMsL4d
・Facebook: http://bit.ly/2OLpdPO
・Twitter: http://bit.ly/2Me7IG0

 ► E-mail para contato: blogliterature-se@hotmail.com",,,,,,,,,,,,,,,,,,,
msg_iteration.22.user.literaturese.post.694,1462714109,literaturese,694,"Habemus cronograma da Leitura Conjunta de As horas nuas 🐈

A primeira live acontecerá nesse próximo DOMINGO, às 19h, no YouTube (ficará salva).

Participe com a gente dessa leitura!
Será uma média de 14 páginas por dia, e aposto que você vai querer ler muito mais do que isso 😉","Habemus cronograma da Leitura Conjunta de As horas nuas 🐈 A primeira live acontecerá nesse próximo DOMINGO, às 19h, no YouTube (ficará salva). Participe com a gente dessa leitura! Será uma média de 14 páginas por dia, e aposto que você vai querer ler muito mais do que isso 😉",2023-03-02 22:48:55+00:00,https://t.me/literaturese/694,,,2181,0,3,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.23.user.literaturese.post.693,1462714109,literaturese,693,🔔 Nosso encontro final da LC sobre Frankenstein será daqui a 1h: https://youtube.com/live/SV3wrBi_zY0,🔔 Nosso encontro final da LC sobre Frankenstein será daqui a 1h: https://youtube.com/live/SV3wrBi_zY0,2023-02-27 21:04:11+00:00,https://t.me/literaturese/693,,,2176,0,0,0,,,,,,,0,,,1,MessageMediaWebPage,1,https://youtube.com/live/SV3wrBi_zY0,youtube.com,Frankenstein (Mary Shelley): Leitura Conjunta // live FINAL," ► Nessa segunda (27/02), às 19h, temos um encontro marcado: conversaremos sobre ""Frankenstein"", leitura conjunta de fevereiro.
⭐ Seja um padrinho/madrinha do Literature-se: https://www.catarse.me/literaturese

Dissertação de Janile Soares: Frankenstein e a monstruosidade das intenções: a criatura como representação da condição feminina (UFPB): https://repositorio.ufpb.br/jspui/bitstream/tede/8296/2/arquivo%20total.pdf
・Cronograma da LC: https://t.me/literaturese/681
・Grupo *aberto* da Leitura Conjunta no Telegram: https://t.me/joinchat/Si8zA_vFdqVg_UV1
・Compre o livro Frankenstein (Mary Shelley): https://amzn.to/3WjLrbI

Próximas LCs:
MARÇO – As horas nuas (Lygia Fagundes Telles), 35% de desconto: https://amzn.to/3HNRAZc
ABRIL – Helena (Machado de Assis): https://amzn.to/3IBzE3L
MAIO – Amada (Toni Morrison): https://amzn.to/3xCsEgM
JUNHO – O senhor das moscas (William Golding): https://amzn.to/3ExddKO
*Essas são as edições que vou ler, mas você pode ler em qualquer edição que quiser/tiver.

 ► Madrinho: você tem acesso aos conteúdos exclusivos que já foram ao ar na aba ""Novidades"" do Catarse: https://www.catarse.me/literaturese#posts
​ (esteja logado com e-mail e senha de seu cadastro para ter acesso!) – É nessa página que você encontrará todos os conteúdos e acessos (grupos, podcasts, vlogs etc.)

______________________________________________________
 ►  Compre seus livros (e outros produtos) pelos meus links e contribua com o Literature-se: 
Amazon: https://amzn.to/2J8Wh3A
Submarino: https://afl.b2w.io/94KE
Americanas: https://afl.b2w.io/94Ky

 ►  Wishlist Amazon: https://www.amazon.com.br/hz/wishlist/ls/23OL9ZEXVFL5M?ref_=wl_share

 ►  Me adicione nas redes sociais:
・Instagram: http://bit.ly/2OMsL4d
・Facebook: http://bit.ly/2OLpdPO
・Twitter: http://bit.ly/2Me7IG0

 ► E-mail para contato: blogliterature-se@hotmail.com",,,,,,,,,,,,,,,,,,,
msg_iteration.24.user.literaturese.post.692,1462714109,literaturese,692,"Terminamos a nossa Criatura, mas não terminamos de dialogar sobre ela! ✨

📌 Nossa live final, como já avisado anteriormente, foi remarcada para segunda que vem, às 19h (ficará salva), e o link é esse: https://youtube.com/live/SV3wrBi_zY0","Terminamos a nossa Criatura, mas não terminamos de dialogar sobre ela! ✨ 📌 Nossa live final, como já avisado anteriormente, foi remarcada para segunda que vem, às 19h (ficará salva), e o link é esse: https://youtube.com/live/SV3wrBi_zY0",2023-02-23 15:39:48+00:00,https://t.me/literaturese/692,,,2308,2,3,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.25.user.literaturese.post.691,1462714109,literaturese,691,"🔔 Conforme informado na live de sexta passada, nossa live final sobre Frankenstein precisou ser remarcada para o dia 27/02, às 19h, tá bem? Anote a nova data na agenda 😊","🔔 Conforme informado na live de sexta passada, nossa live final sobre Frankenstein precisou ser remarcada para o dia 27/02, às 19h, tá bem? Anote a nova data na agenda 😊",2023-02-20 20:17:56+00:00,https://t.me/literaturese/691,,,2015,1,0,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
